Distributor,Supplier,ProductName,Category,Standard,Internal_ID_Reference_Number,UCLA,UCD_H,UCB,UCR,UCM,UCSC,OG,CH,FT,RAC,AGA,AWA,GAP,AHC,MBA,WWF,MSC,OWR,SSB,SFSC,SP,BFC,BBC,FAC,SPP,EFI,MWD,BAP
J Bradford,Kates Real Food,bar Kates PB HempFlax,Snacks,USDA Certified Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
J Bradford,Kates Real Food,bar kates drk choc almond,Snacks,USDA Certified Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
J Bradford,Kates Real Food,bar kates drk choc cherry almond,Snacks,USDA Certified Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
J Bradford,Kates Real Food,bar kates drk chr almond,Snacks,USDA Certified Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
J Bradford,Kates Real Food,bar kates lemon coconut,Snacks,USDA Certified Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
J Bradford,Kates Real Food,bar kates mango,Snacks,USDA Certified Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
J Bradford,Kates Real Food,bar kates oatmeal cran alm,Snacks,USDA Certified Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
J Bradford,Kates Real Food,bar kates pb hemp/flax,Snacks,USDA Certified Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
J Bradford,Kates Real Food,bar kates peanut butter,Snacks,USDA Certified Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
J Bradford,Kates Real Food,bar kates white macadamian,Snacks,USDA Certified Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
K & M Meat Company,Bass Strait,Halal Beef Briskets,Beef,"ALL SUSTAINABLE, Certified Humane",HBB,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,
K & M Meat Company,Bass Strait,Halal Beef Flank Steak Choice Angus,Beef,"ALL SUSTAINABLE, Certified Humane",HBFS,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,
K & M Meat Company,Bass Strait,"Halal GF Chuck Cut 1/4""",Beef,"ALL SUSTAINABLE, Certified Humane",HGFCC,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,
K & M Meat Company,Bass Strait,Halal Grassfed Beef Fajitas,Beef,"ALL SUSTAINABLE, Certified Humane",HGFBF,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,
K & M Meat Company,Bass Strait,Halal Grassfed Beef Top Sirloin,Beef,"ALL SUSTAINABLE, Certified Humane",HGFTS,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,
K & M Meat Company,Bass Strait,Halal Grassfed Briskets,Beef,"ALL SUSTAINABLE, Certified Humane",HGFB,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,
K & M Meat Company,Bass Strait,Halal Grassfed Chuck Rolls,Beef,"ALL SUSTAINABLE, Certified Humane",HGFC,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,
K & M Meat Company,Bass Strait,"Halal Grassfed Diced Beef 1""",Beef,"ALL SUSTAINABLE, Certified Humane",HGFCC1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,
K & M Meat Company,Bass Strait,Halal Grassfed Flank Steak Portion,Beef,"ALL SUSTAINABLE, Certified Humane",HGFFP,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,
K & M Meat Company,Bass Strait,Halal Grassfed Flank Steaks,Beef,"ALL SUSTAINABLE, Certified Humane",HGFF,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,
K & M Meat Company,Bass Strait,Halal Grassfed Ground Beef,Beef,"ALL SUSTAINABLE, Certified Humane",HGFG,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,
K & M Meat Company,Bass Strait,Halal Grassfed Sirloin Flap Frozen,Beef,"ALL SUSTAINABLE, Certified Humane",HGFFM,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,
K & M Meat Company,Bass Strait,Halal Grassfed Tenderloin,Beef,"ALL SUSTAINABLE, Certified Humane",HGFTL,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,
K & M Meat Company,Bass Strait,Halal Grassfed Top Round,Beef,"ALL SUSTAINABLE, Certified Humane",HGFTR,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,
K & M Meat Company,Bass Strait,Halal Grassfed Tri Tip Peeled,Beef,"ALL SUSTAINABLE, Certified Humane",HGFTT,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,
K & M Meat Company,Bass Strait,Halal Grassfed Tri Tip Portions,Beef,"ALL SUSTAINABLE, Certified Humane",HGFTTP,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,
KARAT BY LOLLICUP,Lipton,LIPTON PURE LEAF EXTRASWEET TEA 18.5oz,Coffee/Tea,OG,7458,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
NAKED JUICE,Kevita,KEVITA KOMBUCHA GINGER 15.2OZ,Kombucha,OG,11367,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
NAKED JUICE,Kevita,KEVITA KOMUBCHA RASPBERRY LEMON 15.2OZ,Kombucha,OG,11369,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
NAKED JUICE,Kevita,KEVITA SPARKLING LEMON CAYENNE 15.2OZ,Soda,OG,11364,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
NAKED JUICE,Kevita,KEVITA SPARKLING LEMON GINGER 15.2OZ,Soda,OG,11366,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
NAKED JUICE,Kevita,KEVITA SPARKLING LIME MINT COCO 15.2OZ,Soda,OG,11365,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Next Generation Foods,Andean Naturals,Fair Trade S. America Quinoa Tri Color,Grain,"FT, OG",2112,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Next Generation Foods,Pleasant Grove Farms,Pleasant Grove Farms Mung Bean,Beans,OG,2111,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Kevita,Kevita MBK Grpfrt,Kombucha,USDA ORGANIC USDA Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Kevita,Kevita MBK Lvndr Mln,Kombucha,USDA ORGANIC,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Kevita,Kevita MBK Mgo Lme,Kombucha,USDA ORGANIC USDA Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Kevita,Kevita SPD Mjt Lime Mnt,Kombucha,USDA ORGANIC USDA Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Kevita,Kevita SPD Strwbry Acai,Kombucha,USDA ORGANIC USDA Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Kevita,MBK Pnapl Pch,Kombucha,USDA Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Kevita,MBK Rspbry Lmn,Kombucha,USDA Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Kevita,MBK Trt Chry,Kombucha,USDA Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Kevita,SPD Mjt Lime Mnt,Kombucha,USDA Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Lipton,Lpt PureLeaf Blackberry,Coffee/Tea,Rainforest Alliance,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Lipton,Lpt PureLeaf Rasp,Coffee/Tea,Rainforest Alliance,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Lipton,Lpt PureLeaf SNL,Coffee/Tea,Rainforest Alliance,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Lipton,Lpt PureLeaf SWL,Coffee/Tea,Rainforest Alliance,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Lipton,Lpt PureLeaf UGT,Coffee/Tea,Rainforest Alliance,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Lipton,Lpt PureLeaf UNL,Coffee/Tea,Rainforest Alliance,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Lipton,Lpt PureLeaf Blackberry,Coffee/Tea,Rainforest Alliance,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Lipton,Lpt PureLeaf SNL,Coffee/Tea,Rainforest Alliance,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Lipton,Lpt PureLeaf Sbtl Swt Lmn,Coffee/Tea,Rainforest Alliance,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Lipton,Lpt PureLeaf Sbtl Swt Pch,Coffee/Tea,Rainforest Alliance,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Lipton,Lpt PureLeaf Sbtl Swt Tea,Coffee/Tea,Rainforest Alliance,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Lipton,Lpt PureLeaf UGT,Coffee/Tea,Rainforest Alliance,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Lipton,Lpt PureLeaf UNL,Coffee/Tea,Rainforest Alliance,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Lipton,Lpt PureLeaf Zr Sgr Sweet,Coffee/Tea,Rainforest Alliance,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Naked,Jc Cnut Wtr Pure O,Juice,"USDA Organic, Fair Trade",,,1,,,,,1,,1,1,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Naked,Naked Jc Antx Bry Blst,Juice,USDA Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Naked,Naked Jc Cnut Wtr Pure O,Juice,"USDA ORGANIC USDA Organic, Fair Trade Sugar",,,1,,,,,1,,1,1,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Naked,Naked Jc Dbl Bry,Juice,USDA Organic,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Naked Jce Water,Naked Jc Cnut Wtr Pure O,Juice,"USDA ORGANIC, FAIR TRADE SUGAR",,,1,,,,,1,,1,1,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Kevita,DRINK KEVITA CLASSIC SPARKLING PRODIOTIC LEMONADE 15.2OZ,Soda,OG,2032,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Kevita,DRINK KEVITA MASTER BREW KOMBUCHA GINGER 15.2OZ,Kombucha,OG,1933,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Kevita,DRINK KEVITA MASTER BREW KOMBUCHA LAVENDER MELON 15.2OZ,Kombucha,OG,1937,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Kevita,DRINK KEVITA MASTER BREW KOMBUCHA PINEAPPLE PEACH 15.2OZ,Kombucha,OG,1955,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Kevita,DRINK KEVITA MASTER BREW KOMBUCHA RASPBERRY LEMON 15.2OZ,Kombucha,OG,1938,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Kevita,DRINK KEVITA MASTER BREW KOMBUCHA TART CHERRY 15.2OZ,Kombucha,OG,1954,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Kevita,DRINK KEVITA SPARKLING PROBIOTIC LEMON CAYENNE 15.2OZ,Soda,OG,1930,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Kevita,DRINK KEVITA SPARKLING PROBIOTIC LEMON GINGER 15.2OZ,Soda,OG,1961,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Kevita,DRINK KEVITA SPARKLING PROBIOTIC LIME MINT COCONUT 15.2OZ,Soda,OG,1945,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Kevita,DRINK KEVITA SPARKLING PROBIOTIC MANGO COCONUT 15.2OZ,Soda,OG,1946,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Kevita,DRINK KEVITA SPARKLING PROBIOTIC TANGERINE 15.2OZ,Soda,OG,1944,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Kevita,Kevita Ginger Colada 15.2 oz 6 CT CASE,Soda,OG,2083,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Kevita,Kevita Lemon Meyer 15.2 oz 6 CT CASE,Soda,OG,2085,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Kevita,Kevita Mango Lime 15.2 oz 6 CT CASE,Soda,OG,2084,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Kevita,Kevita Pomegranate 15.2 oz 6 CT CASE,Soda,OG,2086,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Naked,WATER NAKED COCONUT 16.9OZ,Nuts/ Seeds,OG,1985,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Stubborn Soda,BIB STUBBORN AGAVE VANILLA CREAM 3GAL,Other Dairy,FT,2073,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Stubborn Soda,BIB STUBBORN BLACK CHERRY WITH TARRAGON 3GAL,Soda,FT,2019,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Stubborn Soda,BIB STUBBORN CITRUS HIBISCUS ORANGE 3GAL,Produce,FT,1986,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Stubborn Soda,BIB STUBBORN CLASSIC ROOT BEER 3GAL,Soda,FT,2009,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Stubborn Soda,BIB STUBBORN DRAFT COLA 3GAL,Soda,FT,2024,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Stubborn Soda,BIB STUBBORN DRAFT COLA ZERO SUGAR 3GAL,Soda,FT,2036,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Stubborn Soda,BIB STUBBORN LEMON BERRY ACAI 3GAL,Produce,FT,2054,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Stubborn Soda,BIB STUBBORN PINEAPPLE CREAM 3GAL,Produce,FT,2077,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Lipton,LIPTON PURE LEAF NAT LEMON 18.5oz,Coffee/Tea,OG,13654,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Lipton,LIPTON PURE LEAF NAT RASPBERRY 18.5oz,Coffee/Tea,OG,12072,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Lipton,LIPTON PURE LEAF NAT SWEETNED TEA 18.5oz,Coffee/Tea,OG,12070,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Lipton,LIPTON PURE LEAF NAT UNSWTND TEA 18.5oz,Coffee/Tea,OG,12071,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Lipton,LIPTON PURE LEAF TEA CHRY HIBSCUS 18.5OZ,Coffee/Tea,OG,15302,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Lipton,LIPTON PURE LEAF TEA MANGO HIBCUS 18.5OZ,Coffee/Tea,OG,15300,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Lipton,LIPTON PURE LEAF TEA PEACH HIBCUS 18.5OZ,Coffee/Tea,OG,15301,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Lipton,LIPTON TEAHOUSE APPLE&GINGER 14OZ,Coffee/Tea,OG,10853,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Lipton,LIPTON TEAHOUSE LEMON HNY SUCKLE 14OZ,Coffee/Tea,OG,10851,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Nature Bakery,NATURE BAKERY WHL WHT FIG BAR ORG 2OZ,Snacks,OG,15521,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Yachak,YACHAK YERBA MATE BERRY BLUE 16OZ,Coffee/Tea,"FT, OG",11344,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Yachak,YACHAK YERBA MATE BERRY RED 16OZ,Coffee/Tea,"FT, OG",11342,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Yachak,YACHAK YERBA MATE BLACKBERRY 15.5OZ,Coffee/Tea,"FT, OG",13238,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Pepsi Bottling Group Inc,Yachak,YACHAK YERBA MATE ULTIMATE MINT 16OZ,Coffee/Tea,"FT, OG",11343,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Permanent,Angela’S Ranch,"Dried Fruit, Fig (Organic)",Produce,ORG,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Permanent,Angela’S Ranch,Figs (Organic),Produce,ORG,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Permanent,Anna's Organics,"Bok Choy, Baby (Organic)",Produce,ORG,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Permanent,Anna's Organics,"Cabbage, Green (Organic)",Produce,ORG,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Permanent,Anna's Organics,"Cabbage, Red (Organic)",Produce,ORG,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Permanent,Anna's Organics,"Cucumbers, Lemon (Organic)",Produce,ORG,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Permanent,Anna's Organics,"Cucumbers, Watermelon Gherkin (Organic)",Produce,ORG,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Permanent,Anna's Organics,"Eggplant, Chinese (Organic)",Produce,ORG,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Permanent,Anna's Organics,"Eggplant, Globe (Organic)",Produce,ORG,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Permanent,Anna's Organics,"Eggplant, Graffiti (Organic)",Produce,ORG,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Permanent,Anna's Organics,"Eggplant, Japanese (Organic)",Produce,ORG,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Permanent,Anna's Organics,"Peppers, Anaheim (Organic)",Produce,ORG,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Permanent,Anna's Organics,"Peppers, Jalapeno (Organic)",Produce,ORG,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Permanent,Anna's Organics,"Peppers, Jalapeno, White (Organic)",Produce,ORG,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Permanent,Anna's Organics,"Peppers, Jimmy Nardello (Organic)",Produce,ORG,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Permanent,Anna's Organics,"Peppers, Padron (Organic)",Produce,ORG,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Permanent,Anna's Organics,"Peppers, Serrano (Organic)",Produce,ORG,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Permanent,Anna's Organics,"Radishes, Daikon, Purple (Organic)",Produce,ORG,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Permanent,Anna's Organics,"Radishes, Daikon, White (Organic)",Produce,ORG,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Permanent,Anna's Organics,"Tomatoes, Cherry, Mixed (Organic)",Produce,ORG,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Permanent,Anna's Organics,"Tomatoes, Heirloom, Amalfi Orange (Organic)",Produce,ORG,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Permanent,Brisa Ranch,"Garlic, Romanian Red (Organic)",Produce,ORG,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Permanent,Brisa Ranch,"Lettuce, Romaine (Organic)",Produce,ORG,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Permanent,Brisa Ranch,"Potato, Fingerling (Organic)",Produce,ORG,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Permanent,Brisa Ranch,"Spinach, Savoy, 4 lb (Organic)",Produce,ORG,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Permanent,Bucio Organic Farm,"Kale, Curly Green (Organic)",Produce,ORG,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Permanent,Bucio Organic Farm,"Lettuce, Red Leaf (Organic)",Produce,ORG,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Permanent,Buena Vista Organic,"Herbs, Chives (Organic)",Produce,ORG,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Permanent,Buena Vista Organic,"Herbs, Clamshell (Organic)",Produce,ORG,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Permanent,Buena Vista Organic,"Herbs, Rosemary (Organic)",Produce,ORG,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Permanent,Christopher Ranch,Garlic (Organic),Produce,ORG,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Permanent,Coronel Produce Farm,"Broccoli, Sweet Baby, Green (Organic)",Produce,ORG,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Permanent,Coronel Produce Farm,"Broccoli, Sweet Baby, Purple (Organic)",Produce,ORG,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Permanent,Coronel Produce Farm,"Herbs, Cilantro (Organic)",Produce,ORG,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Permanent,County Line Harvest,"Radishes, Easter Egg (Organic)",Produce,ORG,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Permanent,County Line Harvest,"Turnips, Tokyo (Organic)",Produce,ORG,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
